"css-175oi2r href","css-9pa8cd src","css-175oi2r href 2","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1 href","css-146c3p1","css-1jxf684 4","css-1jxf684 href","css-1jxf684 5","css-1jxf684 6","css-175oi2r href 4","css-1jxf684 7"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942290223431381323","Jul 7","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","23","","https://x.com/reg_rwanda/status/1942290223431381323/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942286974108172482","Jul 7","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","https://x.com/NyashyaB","26","","https://x.com/reg_rwanda/status/1942286974108172482/analytics",""
"https://x.com/GoldenB96229548","https://pbs.twimg.com/profile_images/1425539268437553152/XTsx9x6O_bigger.png","https://x.com/GoldenB96229548","Golden Boy","@GoldenB96229548","·","https://x.com/GoldenB96229548/status/1942283486779396406","Jul 7","@reg_rwanda","https://x.com/reg_rwanda","Mwiriwe neza","2","https://x.com/GoldenB96229548/status/1942283486779396406/analytics","908"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942286835268378926","Jul 7","Mwiriwe, muduhe nomero ya cash power tubarebere. Murakoze.","","889","","https://x.com/reg_rwanda/status/1942286835268378926/analytics",""
"https://x.com/NdoliJeanClaud1","https://pbs.twimg.com/profile_images/1927615296065470464/_GdM2FBt_bigger.jpg","https://x.com/NdoliJeanClaud1","Ndoli Jean Claude","@NdoliJeanClaud1","·","https://x.com/NdoliJeanClaud1/status/1942285298140065915","Jul 7","@reg_rwanda","https://x.com/reg_rwanda","what is happening to electricity here in Rebero? On an off every 5 minutes","1","https://x.com/NdoliJeanClaud1/status/1942285298140065915/analytics","18"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942286005811151332","Jul 7","Hello, we are fixing this issue, please bear with us. Thank you.","","19","","https://x.com/reg_rwanda/status/1942286005811151332/analytics",""
"https://x.com/themember3o5","https://pbs.twimg.com/profile_images/1902618151088525313/8Hq2o7qE_bigger.jpg","https://x.com/themember3o5","Malick El shabazzi","@themember3o5","·","https://x.com/themember3o5/status/1942275673298444608","Jul 7","@reg_rwanda","https://x.com/reg_rwanda","the power of rubavu has been out!? You okay over there!!!? , is everything okay!?","1","https://x.com/themember3o5/status/1942275673298444608/analytics","36"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942278709567971626","Jul 7","Hello, we are fixing this issue, please bear with us. Thank you.","","22","1","https://x.com/reg_rwanda/status/1942278709567971626/analytics",""
"https://x.com/Egide_243","https://pbs.twimg.com/profile_images/1824345694204817408/ZeA8r0Oh_bigger.jpg","https://x.com/Egide_243","","@Egide_243","·","https://x.com/Egide_243/status/1942266141948219696","Jul 7","@reg_rwanda","https://x.com/reg_rwanda","amasaha abaye abiri hano Rubavu ntamuriro dufite, what happened? Could you kindly adjust this issue?","1","https://x.com/Egide_243/status/1942266141948219696/analytics","32"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942272420628349422","Jul 7","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","26","","https://x.com/reg_rwanda/status/1942272420628349422/analytics",""
"https://x.com/davheedk","https://pbs.twimg.com/profile_images/1910266509550563328/hov1X_-O_bigger.png","https://x.com/davheedk","davheedk","@davheedk","·","https://x.com/davheedk/status/1942260326264889780","Jul 7","","","Same like here in Gisenyi, since 4pm","1","https://x.com/davheedk/status/1942260326264889780/analytics","65"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942272167405645932","Jul 7","Hello, we are fixing this issue, please bear with us. Thank you.","","33","","https://x.com/reg_rwanda/status/1942272167405645932/analytics",""
"https://x.com/SuzanK65031","https://pbs.twimg.com/profile_images/1872300591919112192/hTkhfOoM_bigger.jpg","https://x.com/SuzanK65031","Suzan khoja","@SuzanK65031","·","https://x.com/SuzanK65031/status/1942265011872649514","Jul 7","@reg_rwanda","https://x.com/reg_rwanda","we have yet another power outage in Gisenyi rubavu, this is the 3rd time this month. Please help us and check what ths issue is. Electricity near the petite border seems to cut every few days.","1","https://x.com/SuzanK65031/status/1942265011872649514/analytics","20"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942272128872542471","Jul 7","Hello, we are fixing this issue, please bear with us. Thank you.","","20","1","https://x.com/reg_rwanda/status/1942272128872542471/analytics",""
"https://x.com/Mamaurwagasabo1","https://pbs.twimg.com/profile_images/1782746069786398720/XAdzI8tP_bigger.jpg","https://x.com/Mamaurwagasabo1","Mama Urwagasabo Tv","@Mamaurwagasabo1","·","https://x.com/Mamaurwagasabo1/status/1942266825355456999","Jul 7","@HuyeDistrict","https://x.com/HuyeDistrict","Mu karere ka","2","https://x.com/Mamaurwagasabo1/status/1942266825355456999/analytics","1.6K"
"https://x.com/Mamaurwagasabo1","https://pbs.twimg.com/profile_images/1782746069786398720/XAdzI8tP_bigger.jpg","https://x.com/Mamaurwagasabo1","Mama Urwagasabo Tv","@Mamaurwagasabo1","·","https://x.com/Mamaurwagasabo1/status/1942266825355456999","Jul 7","@HuyeDistrict","https://x.com/HuyeDistrict","Mu karere ka","2","https://x.com/Mamaurwagasabo1/status/1942266825355456999/analytics","1.6K"
"https://x.com/igihuha_OG","https://pbs.twimg.com/profile_images/1880167957738733568/jee3L5sy_bigger.jpg","https://x.com/igihuha_OG","O_G.","@igihuha_OG","·","https://x.com/igihuha_OG/status/1942271257740775521","Jul 7","@RutsiroDistrict","https://x.com/RutsiroDistrict","Aha ni Rutsiro mumurenge wa Ruhango urusinga abana birirwa barucundebaho kubera ukuntu barushyize hasi cyane. Ntibararahuriramo umuriro ariko nibajije nti ese umunsi barahuye abana bakarushishura bizagenda gute? Ese bagerageje kuruca!","1","https://x.com/igihuha_OG/status/1942271257740775521/analytics","48"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942271788261703902","Jul 7","Mwiriwe, muduhe nomero yanyu ya telefone muri DM bitworohere kuhamenya. Murakoze.","","202","2","https://x.com/reg_rwanda/status/1942271788261703902/analytics",""
"https://x.com/nzideson","https://pbs.twimg.com/profile_images/1920936342478819328/NFpkQWNw_bigger.jpg","https://x.com/nzideson","Rudahunga","@nzideson","·","https://x.com/nzideson/status/1942268043368800484","Jul 7","@reg_rwanda","https://x.com/reg_rwanda","hello Majengo rubavu ko twabuze umuriro mwadufashije","1","https://x.com/nzideson/status/1942268043368800484/analytics","25"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942269333226303892","Jul 7","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","12","","https://x.com/reg_rwanda/status/1942269333226303892/analytics",""
"https://x.com/sylvie_pirard","https://pbs.twimg.com/profile_images/1460983441848246272/MdazolMV_bigger.png","https://x.com/sylvie_pirard","Sylvie Pirard Alinejad","@sylvie_pirard","·","https://x.com/sylvie_pirard/status/1941840261698498634","Jul 6","@reg_rwanda","https://x.com/reg_rwanda","good afternoon, we don't have electricity from 11:00 am today in kiyovu. Can you please tell me what's the problem and when it will be fixed.
Thank you","1","https://x.com/sylvie_pirard/status/1941840261698498634/analytics","33"
"https://x.com/i/status/1941840261698498634","","","Show more replies","","","","","","","","","",""
"https://x.com/IBillywinner","https://pbs.twimg.com/profile_images/1525069941908639744/_I06YNhC_bigger.jpg","https://x.com/IBillywinner","I. Billywinner","@IBillywinner","·","https://x.com/IBillywinner/status/1942237259186438546","Jul 7","","","Hello, mwadusha kubona token, ko cashpower yacu irimo inite arko tukaba tumaze iminsi byanze kwaka?  Cashpower ni: 010300041092","1","https://x.com/IBillywinner/status/1942237259186438546/analytics","12"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942240182142398860","Jul 7","Mwiriwe, muvugishe ishami ryacu rya Ruhango kuri 0788330062 tubafashe. Murakoze.","","10","","https://x.com/reg_rwanda/status/1942240182142398860/analytics",""
"https://x.com/Rwandaful_","https://pbs.twimg.com/profile_images/1717844254792339456/lbGg7r6b_bigger.jpg","https://x.com/Rwandaful_","Kory","@Rwandaful_","·","https://x.com/Rwandaful_/status/1332235738864373760","Nov 27, 2020","@reg_rwanda","https://x.com/reg_rwanda","Mwaramutse","2","https://x.com/Rwandaful_/status/1332235738864373760/analytics",""
"https://x.com/i/status/1332235738864373760","","","Show more replies","","","","","","","","","",""
"https://x.com/Kanyarwandatito","https://pbs.twimg.com/profile_images/1825973009573609472/AG3t4x_m_bigger.jpg","https://x.com/Kanyarwandatito","tito niyonzima","@Kanyarwandatito","·","https://x.com/Kanyarwandatito/status/1942226937952211303","Jul 7","","","Ndareba number yayo gute?","1","https://x.com/Kanyarwandatito/status/1942226937952211303/analytics","10"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942229502643298457","Jul 7","Mwiriwe, murandikamo #100# cyangwa #04#. Murakoze.","","8","","https://x.com/reg_rwanda/status/1942229502643298457/analytics",""
"https://x.com/pazzo_uzi","https://pbs.twimg.com/profile_images/1487673124426506240/adlbr-HR_bigger.jpg","https://x.com/pazzo_uzi","not yet²","@pazzo_uzi","·","https://x.com/pazzo_uzi/status/1942219071719723064","Jul 7","@reg_rwanda","https://x.com/reg_rwanda","Mwiriwe","1","https://x.com/pazzo_uzi/status/1942219071719723064/analytics","634"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942219760365633605","Jul 7","Mwiriwe, birashoboka icyo gihe uhabwa cash power y'inyongera. Uyikeneye wagana ishami ryacu uherereyemo witwaje ibaruwa iyisaba, fotokopi y'icyangombwa cy'ubutaka n'irangamuntu. Murakoze.","","615","1","https://x.com/reg_rwanda/status/1942219760365633605/analytics",""
"https://x.com/IzereyoB","https://pbs.twimg.com/profile_images/1771236808451301376/3L65oqoB_bigger.jpg","https://x.com/IzereyoB","Top view","@IzereyoB","·","https://x.com/IzereyoB/status/1942208219503276146","Jul 7","@reg_rwanda","https://x.com/reg_rwanda","Hello","1","https://x.com/IzereyoB/status/1942208219503276146/analytics","766"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942209464138080634","Jul 7","Mwiriwe, turimo kubikemura, mube mutwihanganiye. Murakoze.","","731","","https://x.com/reg_rwanda/status/1942209464138080634/analytics",""
"https://x.com/LucyMbabazi","https://pbs.twimg.com/profile_images/1906270736152489984/UJV2VMjv_bigger.jpg","https://x.com/LucyMbabazi","L. Nshuti Mbabazi","@LucyMbabazi","·","https://x.com/LucyMbabazi/status/1942207599916528123","Jul 7","@reg_rwanda","https://x.com/reg_rwanda","kuva mugitondo kugeza ayamasaha Umuriro wagiye?! Akazi, karakorwa gute?","1","https://x.com/LucyMbabazi/status/1942207599916528123/analytics","68"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942208362101592231","Jul 7","Mwiriwe, muturangire aho muherereye tubikurikirane. Murakoze.","","65","1","https://x.com/reg_rwanda/status/1942208362101592231/analytics",""
"https://x.com/NshutininkaM","https://pbs.twimg.com/profile_images/1855908574850912256/EGVzrWkq_bigger.jpg","https://x.com/NshutininkaM","NSHUTININKA MUHIMUZI Mussa","@NshutininkaM","·","https://x.com/NshutininkaM/status/1942127541944258570","Jul 7","@reg_rwanda","https://x.com/reg_rwanda","Mwaramutse ? Abaturage bo mu mudugudu wa Rubyiro, Akagari ka Ryankana, umurenge wa Bugarama, Akarere ka Rusizi tumaze ukwezi nta muriro dufite.
Turabasaba ko natwe mwadukorera umuriro tukava mu icuraburindi.
Murakoze","1","https://x.com/NshutininkaM/status/1942127541944258570/analytics","73"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942128927440347186","Jul 7","Mwaramutse neza, mwatuvugisha kuri nimero  0783298150 cyangwa mukaduha nimero ya telephone yanyu tukabafasha kubikurikirana. Murakoze","","29","1","https://x.com/reg_rwanda/status/1942128927440347186/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942125201216401474","Jul 7",": Rwanda’s electricity access rose from 1% to 83.2% in three decades

Read more:","https://x.com/hashtag/Kwibohora31?src=hashtag_click","6.4K","4","https://x.com/reg_rwanda/status/1942125201216401474/analytics","20"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942102846461108661","Jul 7","Mwaramutse neza, iby'amazi mwabibaza WASAC kuri nimero itishyuzwa 3535. Murakoze","https://x.com/MuhireJob","801","","https://x.com/reg_rwanda/status/1942102846461108661/analytics",""
"https://x.com/tel_wis","https://pbs.twimg.com/profile_images/1912571092721381376/RN7uEbND_bigger.jpg","https://x.com/tel_wis","Tel Wis","@tel_wis","·","https://x.com/tel_wis/status/1941967939181191609","Jul 6","@reg_rwanda","https://x.com/reg_rwanda",", how long does this power outage in Muhanga district going to take??","1","https://x.com/tel_wis/status/1941967939181191609/analytics","44"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942074430160564541","Jul 7","Mwaramutse neza,mwatubwira aho muherereye ndetse mukaduha na nimero ya  telefoni yanyu kugira ngo tubikurikirane. Murakoze.","","62","","https://x.com/reg_rwanda/status/1942074430160564541/analytics",""
"https://x.com/PPF2005","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","https://x.com/PPF2005","Qui vivra verra","@PPF2005","·","https://x.com/PPF2005/status/1941943264673738999","Jul 6","@reg_rwanda","https://x.com/reg_rwanda","Mwiriwe neza
Nabazaga icyo iyi mibare isobanuye iyo umuntu amaze kugura umuriro 
Murakoze

External Transaction Id: 38069-40380-27011-65944 6c8310d1-4810-35bd-b138-f8d66cfb9b2c","1","https://x.com/PPF2005/status/1941943264673738999/analytics","32"
"https://x.com/i/status/1941943264673738999","","","Show more replies","","","","","","","","","",""
"https://x.com/PPF2005","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","https://x.com/PPF2005","Qui vivra verra","@PPF2005","·","https://x.com/PPF2005/status/1941961233160102328","Jul 6","","","14102761096","1","https://x.com/PPF2005/status/1941961233160102328/analytics","50"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1942073678788792656","Jul 7","3806 9403 8027 0116 5944","","31","","https://x.com/reg_rwanda/status/1942073678788792656/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941960405502382195","Jul 6","Mwiriwe neza,mwaduha nomero ya cashpower tukabafasha murakoze.","https://x.com/PPF2005","20","1","https://x.com/reg_rwanda/status/1941960405502382195/analytics",""
"https://x.com/NYANGOMA1234","https://pbs.twimg.com/profile_images/1753749585665650688/tO3dtf3H_bigger.jpg","https://x.com/NYANGOMA1234","Dunia","@NYANGOMA1234","·","https://x.com/NYANGOMA1234/status/1941939262275858521","Jul 6","@Kamonyi","https://x.com/Kamonyi",",","1","https://x.com/NYANGOMA1234/status/1941939262275858521/analytics","28"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941960106939203929","Jul 6","Murakoze reka tubikurikirane.","","25","","https://x.com/reg_rwanda/status/1941960106939203929/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941036902960021650","Jul 4","","","Sosiyete y'u Rwanda Ishinzwe Ingufu (REG)  irifuriza abafatabuguzi bayo bose n’abaturarwanda muri rusange umunsi mwiza wo kwibohora ku nshuro ya 31.","8","https://x.com/reg_rwanda/status/1941036902960021650/analytics","2.5K"
"https://x.com/InezaRichard3","https://pbs.twimg.com/profile_images/1793887773725745152/FeU25kKm_bigger.jpg","https://x.com/InezaRichard3","Ineza Richard","@InezaRichard3","·","https://x.com/InezaRichard3/status/1941908039440756958","Jul 6","","","Reg rwanda nanubu umuriro nturaza twakomeje kuwubura.i rutunga turacyari mukizima","1","https://x.com/InezaRichard3/status/1941908039440756958/analytics","26"
"https://x.com/NYANGOMA1234","https://pbs.twimg.com/profile_images/1753749585665650688/tO3dtf3H_bigger.jpg","https://x.com/NYANGOMA1234","Dunia","@NYANGOMA1234","·","https://x.com/NYANGOMA1234/status/1941939262275858521","Jul 6","@Kamonyi","https://x.com/Kamonyi",",","1","https://x.com/NYANGOMA1234/status/1941939262275858521/analytics","28"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941915575451611372","Jul 6","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","30","","https://x.com/reg_rwanda/status/1941915575451611372/analytics",""
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1922171570182590949","May 13","","","Bakiriya bacu,

Twagize ikibazo tekinike cyatumye ibice bimwe bibura umuriro. Turimo gukora ibishoboka byose ngo umuriro ugaruke vuba. Mutwihanganire. Murakoze.","33","https://x.com/reg_rwanda/status/1922171570182590949/analytics","9.7K"
"https://x.com/AimableMus60196","https://pbs.twimg.com/profile_images/1781024720588021760/_k_rPyOs_bigger.png","https://x.com/AimableMus60196","Musonera Aimable","@AimableMus60196","·","https://x.com/AimableMus60196/status/1941892348234924189","Jul 6","","","Rwose mudufashe kuninda karumuna, ishami rya REG rikurikirane ikibazo gituma umuriro ugenda buri nimugoroba","1","https://x.com/AimableMus60196/status/1941892348234924189/analytics","18"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941915259721203811","Jul 6","Turabashimiye kutumenyesha icyo kibazo, kugira ngo tubashe kubafasha neza, mwaduha nimero yanyu mu gikari (inbox). Murakoze.","","16","","https://x.com/reg_rwanda/status/1941915259721203811/analytics",""
"https://x.com/ElPresidente044","https://pbs.twimg.com/profile_images/1726681311765532672/OXHnIN5j_bigger.jpg","https://x.com/ElPresidente044","Barack H. Jean, PhD.","@ElPresidente044","·","https://x.com/ElPresidente044/status/1941895254459785328","Jul 6","","","Na Centre ya Kanzenze niko bimeze. Buri mugoroba umuriro uragenda aya masaha!","1","https://x.com/ElPresidente044/status/1941895254459785328/analytics","22"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941915259234558146","Jul 6","Turabashimiye kutumenyesha icyo kibazo, kugira ngo tubashe kubafasha neza, mwaduha nimero yanyu mu gikari (inbox). Murakoze.","","36","","https://x.com/reg_rwanda/status/1941915259234558146/analytics",""
"https://x.com/protogene1990","https://pbs.twimg.com/profile_images/1787122671659991041/F3uE5pgU_bigger.jpg","https://x.com/protogene1990","UWIRINGIYIMANA Protogène","@protogene1990","·","https://x.com/protogene1990/status/1941900215717359899","Jul 6","@reg_rwanda","https://x.com/reg_rwanda","mwatubwira ikibazo cyabaye Gasabo district ,Ndera sector,Bwiza cell,twabuze umuriro kuva mugitondo 7:00 kugeza n'ubu, ahubwo se murawiduha  tugire icyizere?","2","https://x.com/protogene1990/status/1941900215717359899/analytics","22"
"https://x.com/NYANGOMA1234","https://pbs.twimg.com/profile_images/1753749585665650688/tO3dtf3H_bigger.jpg","https://x.com/NYANGOMA1234","Dunia","@NYANGOMA1234","·","https://x.com/NYANGOMA1234/status/1941939262275858521","Jul 6","@Kamonyi","https://x.com/Kamonyi",",","1","https://x.com/NYANGOMA1234/status/1941939262275858521/analytics","28"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941901473916318002","Jul 6","Mwiriwe neza. Hari ikibazo cyabaye ku muyoboro ubagezaho amashanyarazi. Turimo kubikemura mutwihanganire. Murakoze.","","18","","https://x.com/reg_rwanda/status/1941901473916318002/analytics",""
"https://x.com/AimableMus60196","https://pbs.twimg.com/profile_images/1781024720588021760/_k_rPyOs_bigger.png","https://x.com/AimableMus60196","Musonera Aimable","@AimableMus60196","·","https://x.com/AimableMus60196/status/1941891299092693163","Jul 6","","","Rwose REG ishami rya nyamata mudufashe mukurikirane ikibazo cy,ibura ry,umuriro buri mugoroba mugace kaka karumuna ninda, birakabije, noneho na depanage yabo ntibitaba, please!","1","https://x.com/AimableMus60196/status/1941891299092693163/analytics","23"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941892644986114104","Jul 6","Turabashimiye kutumenyesha icyo kibazo, kugira ngo tubashe kubafasha neza, mwaduha nimero yanyu mu gikari (inbox). Murakoze.","","14","1","https://x.com/reg_rwanda/status/1941892644986114104/analytics",""
"https://x.com/InezaRichard3","https://pbs.twimg.com/profile_images/1793887773725745152/FeU25kKm_bigger.jpg","https://x.com/InezaRichard3","Ineza Richard","@InezaRichard3","·","https://x.com/InezaRichard3/status/1941862548262764839","Jul 6","","","Reg rwanda mwiriwe neza.
I rutunga muri Gasabo twabuze umuriro kuva mugitondo kugeza nanubu nturaza ese nikihe kibazo cyabayeho","1","https://x.com/InezaRichard3/status/1941862548262764839/analytics","36"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941874248487682327","Jul 6","Hari ikibazo turimo gukemura, mu mwanya mutoya umuriro urasubiraho. Murakoze","","32","1","https://x.com/reg_rwanda/status/1941874248487682327/analytics","1"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941873355641982981","Jul 6","Hello. You can share your phone number or reach us on 0788330015. Thank you","https://x.com/sylvie_pirard","21","1","https://x.com/reg_rwanda/status/1941873355641982981/analytics",""
"https://x.com/JeanBimeny33124","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","https://x.com/JeanBimeny33124","bimenyimana Jean damascene","@JeanBimeny33124","·","https://x.com/JeanBimeny33124/status/1941817110650380323","Jul 6","@reg_rwanda","https://x.com/reg_rwanda","Mwiriwe","1","https://x.com/JeanBimeny33124/status/1941817110650380323/analytics","1K"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941817954594627828","Jul 6","Mwiriwe neza. Muze kutuvugisha umuriro n'ugenda tubafashe. Murakoze","","984","","https://x.com/reg_rwanda/status/1941817954594627828/analytics",""
"https://x.com/mwisoph2","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","https://x.com/mwisoph2","our country= our blood","@mwisoph2","·","https://x.com/mwisoph2/status/1941752055363776572","Jul 6","","","Thank you very much. Now I'm better informed.","1","https://x.com/mwisoph2/status/1941752055363776572/analytics","31"
"https://x.com/reg_rwanda","https://pbs.twimg.com/profile_images/874619719227236353/emC3g09S_bigger.jpg","https://x.com/reg_rwanda","Rwanda Energy Group","@reg_rwanda","·","https://x.com/reg_rwanda/status/1941766325497450869","Jul 6","Any time dear customer","","26","","https://x.com/reg_rwanda/status/1941766325497450869/analytics",""
"https://x.com/ngirimanabarnab","https://pbs.twimg.com/profile_images/1517786147505811456/QdyQGP_B_bigger.jpg","https://x.com/ngirimanabarnab","ngirimana rugirangoga","@ngirimanabarnab","·","https://x.com/ngirimanabarnab/status/1941745559271829737","Jul 6","@reg_rwanda","https://x.com/reg_rwanda","Dear","1","https://x.com/ngirimanabarnab/status/1941745559271829737/analytics","54"
